OBJECTID;PEID;PGID;Name;NmDisp;NmAlt;ISOalpha3;Ctry;Regn;RegnSub;ROG;AffCd;Aff;PeopleDesc;LocationDesc;Pop;PopCls;EvngLvl;CongExst;Plnting;EngStat;GSEC;GSECbrf;GSEClng;SPI;SPIdesc;LPI;LPIname;LPIdesc;ROL;Lang;LangFamily;LangClass;LangSpkrs;ROR;Rlgn;RlgnAdher;RORdesc;RlgnBs;ROR4;ROR3;RlgnDiv;ROP3;PplNm;ROP25;Ethne;ROP2;PplClstr;ROP1;Affbloc;Bible;Jesus;Radio;Gospel;Audio;Stories;ResTot;LvlBible;YrPub;PicCrdt;PicURL;Photo;Indigenous;Latitude;Longitude;PeopleSearch;UpdatedDate
379;43696;PG043696;Yaqui;Yaqui;Yoeme, Hiaki;USA;United States;Americas;Northern America;US;AG800;American Peoples;an indigenous community of United States;;13500;10,000 - 24,999;2% or Greater but Less than 5%;Yes;No Churches Planted;Unengaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;3;Minimally Reached People Group;2% to 3% Evangelical;eng;English;;Indo-European, Germanic, West, English;100;CPR;Christianity - Protestantism;50;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;110984;Yaqui;308954;Yaqui;C0154;North American Indigenous;A009;North American Peoples;Available;Available;Available;Available;Available;Available;6;None;None;Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Yaqui (Yoeme);https://images.peoplegroups.org/imbpeople-featured-images/PG043696.jpg;Y;Indigenous;32.04894;-111.06408;Yaqui of the United States (PG043696);2025-10-31T15:13:30.984+00:00
380;43515;PG043515;American;White Americans;Caucasian Americans;USA;United States;Americas;Northern America;US;AG800;American Peoples;individuals in the United States who identify as having origins in any of the original peoples of Europe, the Middle East, or North Africa;Widespread;194590000;10,000,000+;20% or Greater but Less than 30%;Yes;Dispersed Church Planting;Engaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;6;Significantly Reached People Group;> 20% Evangelical;eng;English;;Indo-European, Germanic, West, English;100;CPR;Christianity - Protestantism;42;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;110448;American, White;300276;American, White;C0011;Anglo-American;A009;North American Peoples;Available;Available;Available;Available;Available;Available;6;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://pixabay.com/photos/girl-model-portrait-smile-smiling-1867092/"">Pexels - Pixabay</a>";https://joshuaproject.net/assets/media/profiles/photos/p15741.jpg;Y;Indigenous;37.843721;-92.083827;White Americans of the United States (PG043515);2025-07-24T14:24:45.013+00:00
381;43228;PG043228;Aleut, Eastern;Aleutian Island Aleuts;Unangax̂, Unangan, Unangas;USA;United States;Americas;Northern America;US;AG800;American Peoples;the Indigenous people of the Aleutian Islands, which stretch across southwestern Alaska between the North Pacific Ocean and the Bering Sea;Alaskan peninsula, east Aleutian Islands, and Pribilofs;8700;less than 10,000;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;eng;English;;Indo-European, Germanic, West, English;100;COR;Christianity - Eastern Orthodox;60;Orthodox Christianity, a branch of Christianity that includes Copts, the Assyrian Church of the East, Eastern Orthodox Churches and Oriental Orthodox Churches.;Christianity;COR;C;Eastern Orthodoxy;102826;Aleut, Eastern;300209;Aleut;C0097;Inuit;A009;North American Peoples;Available;Available;Available;Available;Available;Available;6;None;None;Photo by OpenAI. (2025). Image generated by ChatGPT: Eastern Aleut;https://images.peoplegroups.org/imbpeople-featured-images/PG043228.jpg;Y;Indigenous;52.12283;-174.29013;Aleutian Island Aleuts of the United States (PG043228);2025-10-31T19:20:30.639+00:00
382;43692;PG043692;Wyandot;Wyandot;Wendat, Wyandotte, Waⁿdát;USA;United States;Americas;Northern America;US;AG800;American Peoples;an Indigenous group originally from the Northeastern Woodlands of North America. During the 19th century they were forcible relocated to Oklahoma;;1900;less than 10,000;5% or Greater but Less than 10%;Yes;No Churches Planted;Unengaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;eng;English;;Indo-European, Germanic, West, English;100;CPR;Christianity - Protestantism;60;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;110884;Wyandot;308847;Wyandot;C0154;North American Indigenous;A009;North American Peoples;Available;Available;Available;Available;Available;Available;6;None;None;Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Wyandotte;https://images.peoplegroups.org/imbpeople-featured-images/PG043692.jpg;Y;Indigenous;36.78736;-94.729691;Wyandot of the United States (PG043692);2026-01-16T20:03:21.402+00:00
383;11142;PG011142;Hmong;Hmong Daw;Red Miao;VNM;Vietnam;Asia;South-Eastern Asia;VM;AG650;Asian Pacific Rim Peoples;an indigenous community of Vietnam;None;1330000;1,000,00 - 2,499,999;30% or Greater but Less than 40%;Yes;No Churches Planted;Engaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;6;Significantly Reached People Group;> 20% Evangelical;mww;Hmong Daw;Hmong-Mien;Hmong-Mien, Hmongic, Chuanqiandian;100;ECF;Ethnoreligion - Chinese Folk Religion;0;Chinese folk religion, a complex mix of beliefs and practices that includes elements of Buddhism, Taoism and ancestor veneration.;Ethnoreligion;ECF;E;Chinese Folk Religion;103844;Hmong Daw;305438;Miao / Hmong;C0138;Miao / Hmong;A011;Southeast Asian Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;Photo by By Minh Ha Nguyen;https://images.peoplegroups.org/imbpeople-featured-images/PG011142.jpg;Y;Indigenous;21.48856;103.55258;Hmong Daw of Vietnam (PG011142);2026-01-15T18:48:48.193+00:00
384;15533;PG015533;Sotho, Southern;Southern Sotho;Sotho, Southern;ZAF;South Africa;Africa;Southern Africa;SF;AG300;Sub-Saharan African Peoples;a Sotho-Tswana ethnic group indigenous to Lesotho and South Africa;None;5400000;5,000,000 - 9,999,999;20% or Greater but Less than 30%;Yes;No Churches Planted;Engaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;6;Significantly Reached People Group;> 20% Evangelical;sot;Sotho, Southern;Atlantic-Congo;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Sotho-Tswana (S.33);64;CPR;Christianity - Protestantism;79;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;109431;Sotho;307676;Sotho;C0273;Bantu, Sotho-Tswana;A013;Sub-Saharan African Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Steve Evans - Flickr <a href=""https://www.flickr.com/photos/babasteve/4615112282/"">Steve Evans - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-nc/2.0/"">CC BY-NC 2.0</a>";https://joshuaproject.net/assets/media/profiles/photos/p15005.jpg;Y;Indigenous;-30.5338;27.364;Southern Sotho of South Africa (PG015533);2025-05-19T03:03:11.74+00:00
385;9160;PG009160;Pacoh;Pacoh;Kado (subgroup);LAO;Laos;Asia;South-Eastern Asia;LA;AG650;Asian Pacific Rim Peoples;an indigenous community of Laos;None;26000;25,000 - 49,999;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;2;Expanding Unreached People Group;0.5% to 2% Evangelical;pac;Pacoh;Austroasiatic;Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, East Katuic, Katu-Pacoh;68;EAN;Ethnoreligion - Animism;100;animism, a religious worldview that natural physical entities--including animals, plants, and even inanimate objects--possess a spiritual essence.;Ethnoreligion;EAN;E;Animism;107730;Pacoh;306399;Pacoh / Pako;C0147;Mon-Khmer;A011;Southeast Asian Peoples;Available;Not Available;Not Available;Available;Not Available;Not Available;2;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 <a href=""https://www.asiaharvest.org"">Asia Harvest</a> Used with permission";https://joshuaproject.net/assets/media/profiles/photos/p14249.jpg;Y;Indigenous;16.298;106.932;Pacoh of Laos (PG009160);2026-01-16T14:19:15.039+00:00
386;20921;PG020921;Lahu;Lahu;Lahu Nyi;LAO;Laos;Asia;South-Eastern Asia;LA;AG650;Asian Pacific Rim Peoples;an ethnolinguistic community of Laos;None;15000;10,000 - 24,999;10% or Greater but Less than 15%;Yes;No Churches Planted;Engaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;lhu;Lahu;Sino-Tibetan;Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central;100;EAN;Ethnoreligion - Animism;78;animism, a religious worldview that natural physical entities--including animals, plants, and even inanimate objects--possess a spiritual essence.;Ethnoreligion;EAN;E;Animism;111239;Lahu Na, Black Lahu;304538;Lahu;C0229;Other Tibeto-Burmese;A018;Tibetan Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p16143.jpg;Y;Indigenous;20.430466;100.371884;Lahu of Laos (PG020921);2026-01-15T19:40:01.383+00:00
387;22452;PG022452;Asienara, Buruwai;Asienara;Asi, Buruwai;IDN;Indonesia;Asia;South-Eastern Asia;ID;AG650;Asian Pacific Rim Peoples;an ethnolinguistic community of Indonesia;West Papua province: Fakfak and Kaimana regencies, Esania, Gaka, Guriasa, Hia, Kuna, Marobia, Tairi, and Yarona villages in Kamrau bay southwest;1200;less than 10,000;50% or Greater but Less than 75%;Yes;No Churches Planted;Unengaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;6;Significantly Reached People Group;> 20% Evangelical;asi;Buruwai;Nuclear Trans New Guinea;Trans-New Guinea, Asmat-Kamoro, Sabakor;75;CPR;Christianity - Protestantism;56;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;100559;Asi (Buruwai);300532;Asi (Buruwai);C0152;New Guinea;A010;Pacific Islander Peoples;Not Available;Not Available;Not Available;Available;Not Available;Not Available;1;None;None;Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Asienara, Buruwai;https://images.peoplegroups.org/imbpeople-featured-images/PG022452.jpg;Y;Indigenous;-3.54561;133.32748;Asienara of Indonesia (PG022452);2025-12-11T20:05:16.332+00:00
388;43353;PG043353;Armenian;Armenians;Armenian Canadians;CAN;Canada;Americas;Northern America;CA;AG100;European Peoples;citizens and permanent residents of Canada who have total or partial Armenian ancestry;most Armenian Canadians live in Greater Montreal and Greater Toronto, where they have established churches, schools and community centers;71000;50,000 - 99,999;5% or Greater but Less than 10%;Yes;No Churches Planted;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;hyw;Armenian, Western;Indo-European;Indo-European, Armenian;65;COR;Christianity - Eastern Orthodox;71;Orthodox Christianity, a branch of Christianity that includes Copts, the Assyrian Church of the East, Eastern Orthodox Churches and Oriental Orthodox Churches.;Christianity;COR;C;Eastern Orthodoxy;100516;Armenian;300499;Armenian;C0021;Armenian;A003;Eurasian Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p10429.jpg;Y;Diaspora;45.5167238897;-73.6211139236;Armenians of Canada (PG043353);2024-08-27T13:32:36.664+00:00
389;43349;PG043349;Acadian;Acadians;Acadiens;CAN;Canada;Americas;Northern America;CA;AG100;European Peoples;an indigenous community of Canada, descendants of the French who settled in the colony of Acadia during the 17th and 18th centuries;predominantly in the Canadian Maritime provinces (New Brunswick, Prince Edward Island, and Nova Scotia);128000;100,000 - 249,999;Less than 2%;Yes;Concentrated Church Planting;Engaged;2;Less than 2% Evangelical, Concentrated CP Activity;this people group is less than 2% evangelical but there has been initial or concentrated church planting among them within the past two years;1;Engaged yet Unreached;2;Expanding Unreached People Group;0.5% to 2% Evangelical;fra;French;Indo-European;Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French;100;CRC;Christianity - Roman Catholicism;50;Roman Catholicism, the largest branch of the Christian church and one of the oldest religious institutions in the world. Roman Catholicism teaches that it is the one true Church founded by Jesus Christ and that its bishops are the successors of Christ.;Christianity;CRC;C;Roman Catholicism;114904;Acadian;300025;Acadian;C0076;French;A003;Eurasian Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Margaret Savard";https://joshuaproject.net/assets/media/profiles/photos/p19005.jpg;Y;Indigenous;46.092048;-64.801042;Acadians of Canada (PG043349);2024-08-13T17:50:41.344+00:00
