PeopNameInCountry;Ctry;ISO2;Population;Latitude;Longitude;PrimaryLanguageName;PrimaryReligion;Region;PercentChristianity;JPScale
Gamo;Ethiopia;ET;1780000;6.582504;37.14632;Gamo;Ethnoreligion;Eastern Africa;75;
Walmatjari;Australia;AS;650;-19.72293;126.11319;Walmajarri;Christianity;Australia and New Zealand;75;
Swazi;Eswatini;WZ;1000000;-26.497236;31.374539;Swati;Ethnoreligion;Southern Africa;75;
Oyda;Ethiopia;ET;72500;6.13322;36.85414;Oyda;Christianity;Eastern Africa;75;
Tsamai;Ethiopia;ET;32500;5.3097;36.9139;Tsamai;Ethnoreligion;Eastern Africa;0;
Karo;Ethiopia;ET;2400;5.2101;36.17093;Karo (Ethiopia);Ethnoreligion;Eastern Africa;0;
Maji;Ethiopia;ET;58500;6.1405;35.57631;Dizin;Christianity;Eastern Africa;0;
Konso;Ethiopia;ET;403000;5.39111;37.52998;Konso;Christianity;Eastern Africa;75;
Reunionese;Reunion;RE;637000;-20.912;55.495;Réunion French Creole;Christianity;Eastern Africa;10;
Haya;Tanzania;TZ;2935000;-1.70878;31.4846;Haya;Christianity;Eastern Africa;75;
Boro;Ethiopia;ET;15000;10.3543;36.1666;Borna;Christianity;Eastern Africa;10;
Gedeo;Ethiopia;ET;1565000;6.18469;38.2395;Gedeo;Christianity;Eastern Africa;75;
Somalis;Somalia;SO;13640000;5.25933;47.04801;Somali;Islam;Eastern Africa;10;
Bondei;Tanzania;TZ;197000;-5.10749;38.50791;Bondei;Islam;Eastern Africa;10;
Benyi;Cameroon;CM;16500;4.52188;11.05987;Numala;Christianity;Middle Africa;75;
Sara Gambai;Chad;CD;2070000;8.76937;15.88734;Ngambay;Ethnoreligion;Middle Africa;75;
Idahan Dusun;Malaysia;MY;18500;5.29059;118.51493;Ida’an;Ethnoreligion;South-Eastern Asia;75;
Camuhi;New Caledonia;NC;3100;-20.7715;165.1542;Cemuhî;Christianity;Melanesia;75;
Maldivians;Maldives;MV;563000;4.172;73.514;Maldivian;Islam;Southern Asia;10;
Adasen Itneg;Philippines;RP;14000;17.7296;120.8466;Adasen;Christianity;South-Eastern Asia;75;
Kimaragan;Malaysia;MY;36000;6.61982;116.95983;Kimaragang;Christianity;South-Eastern Asia;75;
Sarawak Dayak;Malaysia;MY;31500;1.54467;109.98532;Bidayuh, Bau;Ethnoreligion;South-Eastern Asia;75;
Saban;Malaysia;MY;1800;3.204433;115.403563;Sa’ban;Ethnoreligion;South-Eastern Asia;75;
Kalabit;Malaysia;MY;6600;3.4202;115.27059;Kelabit;Christianity;South-Eastern Asia;75;
Tagal Murut;Malaysia;MY;71000;4.60671;116.20407;Murut, Tahol;Christianity;South-Eastern Asia;75;
Rungus Dusun;Malaysia;MY;67500;6.83989;116.74264;Rungus;Ethnoreligion;South-Eastern Asia;75;
Bafanji;Cameroon;CM;27000;5.84612;10.45179;Chufie’;Islam;Middle Africa;10;
Bekpak;Cameroon;CM;130000;4.72603;11.0982;Bafia;Christianity;Middle Africa;10;
Bamali;Cameroon;CM;17500;5.91327;10.45671;Chopechop;Christianity;Middle Africa;10;
Bafumen;Cameroon;CM;68500;6.35591;10.263022;Mmen;Islam;Middle Africa;10;
Bum;Cameroon;CM;42000;6.5362;10.4625;Bum;Christianity;Middle Africa;75;
Aghem;Cameroon;CM;54500;6.38956;10.08074;Aghem;Christianity;Middle Africa;10;
Ngwo;Cameroon;CM;103000;6.17739;9.84369;Ngwo;Christianity;Middle Africa;75;
Bamileke-Bandjoun;Cameroon;CM;861000;5.39619;10.35202;Ghomálá’;Christianity;Middle Africa;10;
Bamileke-Ngombale;Cameroon;CM;99500;5.6955;10.229;Ngombale;Christianity;Middle Africa;75;
Bebe;Cameroon;CM;5600;6.6928;10.6085;Naami;Islam;Middle Africa;75;
Ambele;Cameroon;CM;5200;5.954;9.679;Ambele;Christianity;Middle Africa;10;
Bikele-Bikay;Cameroon;CM;32000;3.65994;12.8574;Kol (Cameroon);Christianity;Middle Africa;10;
Bakole;Cameroon;CM;1000;4.43654;8.97387;French;Ethnoreligion;Middle Africa;75;
Akweto;Cameroon;CM;13500;6.63008;10.59934;Sari;Christianity;Middle Africa;10;
Bassossi;Cameroon;CM;9400;5.23655;9.52275;Bassossi;Christianity;Middle Africa;75;
Dakpa;Central African Republic;CT;113000;5.98417;20.45107;Banda, West Central;Ethnoreligion;Middle Africa;75;
Banda-Banda;Central African Republic;CT;193000;5.26931;19.50776;Banda-Banda;Christianity;Middle Africa;10;
Sango;Congo;CF;137000;-4.2872;15.241;Sango;Christianity;Middle Africa;10;
Lozi;Namibia;WA;39000;-17.67877;24.8159;Lozi;Ethnoreligion;Southern Africa;75;
Banda-Banda;South Sudan;OD;4900;8.00846;26.00594;Banda-Banda;Christianity;Northern Africa;10;
Nama;South Africa;SF;99000;-29.662133;17.886566;Khoekhoe;Ethnoreligion;Southern Africa;10;
Lozi;Botswana;BC;24000;-18.34437;24.94563;Lozi;Ethnoreligion;Southern Africa;10;
Tsonga;Eswatini;WZ;27500;-26.294;31.1495;Tsonga;Christianity;Southern Africa;75;
Acholi;South Sudan;OD;69500;4.129266;32.286857;Acholi;Ethnoreligion;Northern Africa;75;
Sango;Central African Republic;CT;495000;4.38;18.6132;Sango;Christianity;Middle Africa;10;
Nkhumbi;Angola;AO;515000;-15.41256;13.97037;Nkumbi;Ethnoreligion;Middle Africa;10;
Mbunda;Angola;AO;275000;-14.6112;21.54073;Mbunda;Ethnoreligion;Middle Africa;75;
Chokwe;Angola;AO;1860000;-9.38175;19.96787;Chokwe;Ethnoreligion;Middle Africa;10;
Esimbi;Cameroon;CM;66500;6.50094;9.86936;Esimbi;Christianity;Middle Africa;75;
Adyukru;Cote d’Ivoire;IV;168000;5.38228;-4.52522;Adioukrou;Ethnoreligion;Western Africa;75;
Nyole;Uganda;UG;730000;0.8512;33.9294;Nyole;Christianity;Eastern Africa;10;
Abe;Cote d’Ivoire;IV;351000;5.8613;-4.3774;Abé;Christianity;Western Africa;75;
Tsonga-Shangaan;South Africa;SF;2615000;-23.46659;30.715;Tsonga;Christianity;Southern Africa;75;
Ndebele;Zambia;ZA;16500;-17.3573;27.2181;Ndebele (Zimbabwe);Ethnoreligion;Eastern Africa;10;
Koma;Cameroon;CM;9700;8.70246;12.80551;Koma;Christianity;Middle Africa;10;
Baba;Cameroon;CM;42000;6.0791;10.4961;Supapya;Ethnoreligion;Middle Africa;10;
Afade;Cameroon;CM;9100;12.05811;14.65978;Afade;Islam;Middle Africa;10;
Fula Jalon;Sierra Leone;SL;321000;9.594;-11.5542;Pular;Islam;Western Africa;10;
Tswana;Zimbabwe;ZI;93500;-21.1961;27.862;Setswana;Ethnoreligion;Eastern Africa;10;
Susu;Sierra Leone;SL;213000;9.51501;-12.61379;Susu;Islam;Western Africa;10;
Sakaji;Mozambique;MZ;43500;-16.09729;39.9062;Nathembo;Islam;Eastern Africa;10;
Manyawa;Mozambique;MZ;280000;-16.49625;36.84587;Manyawa;Ethnoreligion;Eastern Africa;10;
Ingessana;Sudan;SU;130000;11.3115;33.9814;Gaam;Islam;Northern Africa;10;
Kotoko;Cameroon;CM;24500;11.8626;14.9663;Lagwan;Islam;Middle Africa;75;
Doe;Tanzania;TZ;68000;-6.25844;38.49022;Doe;Islam;Eastern Africa;10;
Gengle;Nigeria;NI;7500;8.9217;12.1869;Gengle;Ethnoreligion;Western Africa;75;
Sango;Chad;CD;57500;8.5551;16.0701;Sango;Ethnoreligion;Middle Africa;75;
Tonga;Mozambique;MZ;620000;-23.8652;35.3334;Tonga (Mozambique);Ethnoreligion;Eastern Africa;10;
Nyiha;Tanzania;TZ;867000;-8.94626;32.85723;Nyiha, Tanzania;Ethnoreligion;Eastern Africa;75;
Chiga;Uganda;UG;3860000;-1.04387;29.91219;Chiga;Christianity;Eastern Africa;10;
Lugbara (Aringa);Uganda;UG;1565000;3.554;31.336;Aringa;Islam;Eastern Africa;10;
Sena;Mozambique;MZ;1870000;-17.163651;34.896055;Sena;Ethnoreligion;Eastern Africa;75;
Kakwa;Uganda;UG;262000;3.510725;30.975139;Kakwa;Christianity;Eastern Africa;10;
Coastal Swahili;Tanzania;TZ;1070000;-6.82292;39.26966;Swahili;Islam;Eastern Africa;10;
Kisii (Gusii);Kenya;KE;3110000;-0.78872;34.76751;Ekegusii;Christianity;Eastern Africa;75;
Malakote;Kenya;KE;23500;-0.66322;39.79304;Kiwilwana;Islam;Eastern Africa;10;
Turkana;Kenya;KE;1395000;3.41461;35.41186;Turkana;Ethnoreligion;Eastern Africa;10;
Sabaot;Kenya;KE;362000;0.9299;34.8162;Sabaot;Christianity;Eastern Africa;75;
Kalenjin;Kenya;KE;7005000;-0.167209;35.590833;Kipsigis;Christianity;Eastern Africa;10;
Kamo;Nigeria;NI;45000;9.9247;11.3372;Kamo;Ethnoreligion;Western Africa;75;
Awak;Nigeria;NI;13500;9.8764;11.4033;Awak;Christianity;Western Africa;75;
Kalabari;Nigeria;NI;574000;4.5374;6.7206;Kalabari;Christianity;Western Africa;75;
Burak;Nigeria;NI;8800;9.6208;11.2701;Burak;Christianity;Western Africa;75;
Banwinji;Nigeria;NI;13500;9.63514;11.33961;Bangwinji;Christianity;Western Africa;75;
Dirim;Nigeria;NI;21000;7.9877;10.995;Dirim;Ethnoreligion;Western Africa;75;
Koma;Nigeria;NI;69500;8.71706;12.65088;Koma;Ethnoreligion;Western Africa;75;
Tiv;Nigeria;NI;5150000;7.29731;8.90994;Tiv;Christianity;Western Africa;75;
Jimi;Cameroon;CM;12500;10.25105;13.52578;Jimjimen;Islam;Middle Africa;75;
Murele;South Sudan;OD;146000;6.61329;32.5272;Murle;Ethnoreligion;Northern Africa;10;
Bali;Congo, Democratic Republic of the;CG;135000;1.3557;26.9971;Bali (Democratic Republic of the Congo);Christianity;Middle Africa;10;
Musey;Chad;CD;535000;9.65042;15.44051;Musey;Ethnoreligion;Middle Africa;75;
Dzodinka;Cameroon;CM;5300;6.7039;10.89556;Lidzonka;Christianity;Middle Africa;75;
South Gisiga;Cameroon;CM;148000;10.1939;14.1728;Giziga;Ethnoreligion;Middle Africa;75;
Bangolan;Cameroon;CM;27500;6.037;10.596;Mendenkye;Islam;Middle Africa;10;
Mada;Cameroon;CM;56500;10.8806;14.11419;Mada (Cameroon);Islam;Middle Africa;75;
Bisa;Burkina Faso;UV;909000;11.45787;-0.46336;Bisa;Ethnoreligion;Western Africa;10;
Kanembu;Chad;CD;1200000;13.87489;14.84371;Kanembu;Islam;Middle Africa;10;
White Thai;China;CH;14000;22.6828;103.0582;Tai Dón;Ethnoreligion;Eastern Asia;10;
Akeu;China;CH;1300;22.1678;100.4949;Biyo;Ethnoreligion;Eastern Asia;0;
Xinh Mun;Vietnam;VM;23500;20.9803;104.1627;Puoc;Ethnoreligion;South-Eastern Asia;0;
Tamasheq;Mauritania;MR;149000;15.86121;-5.952066;Tamasheq;Islam;Western Africa;10;
Sapuan;Laos;LA;5900;15.36919;106.84294;Sapuan;Ethnoreligion;South-Eastern Asia;0;
Shihuh;United Arab Emirates;AE;21500;25.97262;56.12282;Arabic, Shihhi;Islam;Western Asia;0;
Wello;Ethiopia;ET;417000;11.141573;39.633048;Oromo, West Central;Islam;Eastern Africa;10;
Macha;Ethiopia;ET;7055000;7.6749;36.8512;Oromo, West Central;Islam;Eastern Africa;10;
Male;Ethiopia;ET;158000;5.8713;36.8208;Male;Ethnoreligion;Eastern Africa;0;
Tulema;Ethiopia;ET;9800000;7.847897;36.65762;Oromo, West Central;Christianity;Eastern Africa;10;
Anfillo;Ethiopia;ET;2700;8.671698;34.520723;Oromo, West Central;Islam;Eastern Africa;0;
Reshiat;Ethiopia;ET;77500;4.6632;36.0955;Daasanach;Ethnoreligion;Eastern Africa;0;
Tamajeq Tuareg;Niger;NG;1245000;14.351423;3.321644;Tamajaq, Tawallammat;Islam;Western Africa;10;
Telugu;United Arab Emirates;AE;415000;25.295862;55.408905;Telugu;Islam;Western Asia;10;
Tihama Yemeni Arabs;Yemen;YM;4230000;14.799341;42.969271;Arabic, Ta’izzi-Adeni;Islam;Western Asia;0;
Caribbean Javanese;French Guiana;FG;3300;5.4788;-54.0306;Javanese, Suriname;Islam;South America;75;
Maru;China;CH;31000;24.1721;98.1282;Lhao Vo;Christianity;Eastern Asia;75;
Telugu;Bahrain;BA;34500;26.218946;50.536437;Telugu;Islam;Western Asia;10;
Abasakur;Papua New Guinea;PP;2500;-4.756;145.24044;Pal;Christianity;Melanesia;75;
Chara;Ethiopia;ET;21500;6.3754;36.1596;Tsaara;Ethnoreligion;Eastern Africa;75;
Tamajeq;Mali;ML;433000;15.61441;2.32653;Tamajaq, Tawallammat;Islam;Western Africa;10;
Phu Thai;Thailand;TH;458000;16.89067;104.16764;Phu Thai;Buddhism;South-Eastern Asia;10;
Semoq Beri;Malaysia;MY;5300;4.1217;102.81572;Semaq Beri;Ethnoreligion;South-Eastern Asia;75;
Telugu;Malaysia;MY;137000;3.115718;101.638544;Telugu;Hinduism;South-Eastern Asia;75;
Stieng;Cambodia;CB;6500;12.0686;106.4283;Stieng, Bulo;Ethnoreligion;South-Eastern Asia;75;
Ir;Laos;LA;7300;15.6958;106.6024;Ir;Ethnoreligion;South-Eastern Asia;0;
Hkun;Thailand;TH;7000;18.62883;98.8936;Khün;Buddhism;South-Eastern Asia;0;
Rejang Punan;Malaysia;MY;1100;2.077;113.417;Punan Bah-Biau;Ethnoreligion;South-Eastern Asia;75;
Lamet;Laos;LA;27500;20.37754;100.96317;Rmeet;Ethnoreligion;South-Eastern Asia;0;
Maru;Myanmar;BM;150000;25.84682;98.34711;Lhao Vo;Ethnoreligion;South-Eastern Asia;10;
Tai Khun;Myanmar;BM;100000;20.58365;99.77897;Khün;Buddhism;South-Eastern Asia;0;
White Tai;Vietnam;VM;327000;22.46151;103.9429;Tai Dón;Ethnoreligion;South-Eastern Asia;10;
Brao;Laos;LA;26000;14.59942;107.00836;Brao;Ethnoreligion;South-Eastern Asia;0;
Temiar;Malaysia;MY;19000;4.974;101.43761;Temiar;Ethnoreligion;South-Eastern Asia;10;
Japanese;Japan;JA;120080000;35.35084;136.46904;Japanese;Ethnoreligion;Eastern Asia;10;
Bosniaks;Bosnia and Herzegovina;BK;1350000;43.865;18.411;Bosnian;Islam;Southern Europe;10;
Tigrai/Tigrinya;Eritrea;ER;1765000;15.317773;38.914647;Tigrigna;Christianity;Eastern Africa;10;
Jews;France;FR;600000;48.910384;2.505891;French;Judaism;Western Europe;10;
Ariaal Rendille;Kenya;KE;16500;0.51573;36.11753;Samburu;Ethnoreligion;Eastern Africa;10;
Lara;Malaysia;MY;17500;1.588282;109.762725;Bakati’, Rara;Ethnoreligion;South-Eastern Asia;75;
Faroese;Faroe Islands;FO;49500;62.07316;-6.88497;Faroese;Christianity;Northern Europe;75;
Afrikaners;South Africa;SF;2695000;-25.766924;28.085237;Afrikaans;Christianity;Southern Africa;75;
Aeta Negrito;Philippines;RP;52500;15.3038;120.045;Sambal, Botolan;Ethnoreligion;South-Eastern Asia;75;
Zaiwa;China;CH;142000;24.44678;98.34479;Zaiwa;Ethnoreligion;Eastern Asia;75;
Fijians;Fiji;FJ;480000;-18.142503;178.447311;Fijian;Christianity;Melanesia;75;
Zayse;Ethiopia;ET;29000;5.83747;37.34089;Zayse;Christianity;Eastern Africa;75;
Serbs;Zambia;ZA;3900;-15.444208;28.333056;Serbian;Christianity;Eastern Africa;10;
Serbs;Argentina;AR;7400;-34.623844;-58.451667;Serbian;Unaffiliated;South America;0;
Dime;Ethiopia;ET;13500;6.504;36.1452;Dime;Christianity;Eastern Africa;0;
Turkmen;Pakistan;PK;14500;34.0615;71.45246;Turkmen;Islam;Southern Asia;10;
Orma;Kenya;KE;87000;-2.2968;40.1199;Orma;Islam;Eastern Africa;10;
Gofa;Ethiopia;ET;584000;6.173513;37.165536;Gofa;Christianity;Eastern Africa;75;
Gidole;Ethiopia;ET;66000;5.60452;37.40259;Dirasha;Christianity;Eastern Africa;75;
Serbs;Croatia;HR;187000;44.048998;16.202973;Serbian;Christianity;Southern Europe;10;
Black Thai;China;CH;48000;22.72095;102.85088;Tai Dam;Ethnoreligion;Eastern Asia;0;
Roro;Papua New Guinea;PP;21500;-8.67145;146.54377;Waima;Christianity;Melanesia;75;
Rendille;Kenya;KE;64000;2.27065;37.36078;Rendille;Islam;Eastern Africa;10;
Rhade;Vietnam;VM;331000;12.979;108.40989;Rade;Christianity;South-Eastern Asia;75;
Awing;Cameroon;CM;37000;5.8458;10.2506;Awing;Islam;Middle Africa;75;
Wimbum;Cameroon;CM;242000;6.4276;10.79;Limbum;Christianity;Middle Africa;75;
Pinyin;Cameroon;CM;48500;5.9317;10.1318;Pinyin;Christianity;Middle Africa;10;
Ndop-Bamunka;Cameroon;CM;48500;5.9716;10.4713;Ngiemekohke;Christianity;Middle Africa;75;
Bokwa-Kendem;Cameroon;CM;2800;5.7375;9.7218;Kendem;Christianity;Middle Africa;75;
Kidzom;Cameroon;CM;56500;6.013009;10.321397;Babanki;Christianity;Middle Africa;75;
Fut;Cameroon;CM;152000;6.14153;10.11939;Bafut;Christianity;Middle Africa;10;
Mundani;Cameroon;CM;99000;5.68073;9.91533;Mundani;Christianity;Middle Africa;10;
Bambalang;Cameroon;CM;45500;5.9036;10.5451;Chrambo;Christianity;Middle Africa;75;
Anyar;Cameroon;CM;2700;6.831;10.335;Akum;Christianity;Middle Africa;75;
Belip;Cameroon;CM;21500;4.5215;11.2547;Nulibie;Christianity;Middle Africa;10;
Bamukumbit;Cameroon;CM;19000;5.87292;10.35366;Mankong;Christianity;Middle Africa;10;
Bana;Cameroon;CM;37000;10.3216;13.5374;Bana;Ethnoreligion;Middle Africa;75;
Hina;Cameroon;CM;24000;10.38053;13.84054;Mina;Islam;Middle Africa;10;
Mandara;Cameroon;CM;78000;11.0376;14.146;Wandala;Islam;Middle Africa;10;
Buwal;Cameroon;CM;14500;10.61513;13.88377;Buwal;Ethnoreligion;Middle Africa;75;
Mafa;Cameroon;CM;379000;10.7409;13.8071;Mafa;Islam;Middle Africa;75;
Kaka;Cameroon;CM;189000;4.4361;14.3672;Kako;Ethnoreligion;Middle Africa;75;
Mere;Cameroon;CM;34500;10.7458;14.09;Merey;Islam;Middle Africa;75;
Mbedam;Cameroon;CM;12500;10.46599;13.93223;Mbudum;Christianity;Middle Africa;10;
Gewe;Cameroon;CM;6300;9.287751;13.396916;Fulfulde, Adamawa;Islam;Middle Africa;10;
North Mofu;Cameroon;CM;90000;10.6959;14.1203;Mofu, North;Ethnoreligion;Middle Africa;75;
South Mofu;Cameroon;CM;141000;10.56704;14.03144;Mofu-Gudur;Ethnoreligion;Middle Africa;75;
Yambasa;Cameroon;CM;102000;4.612967;11.272023;Nugunu (Cameroon);Christianity;Middle Africa;10;
Podoko;Cameroon;CM;72500;11.02063;14.09644;Parkwa;Ethnoreligion;Middle Africa;75;
Maba;Chad;CD;658000;12.89147;20.8889;Maba (Chad);Islam;Middle Africa;10;
Borgu Maba;Sudan;SU;34000;13.138237;22.190857;Maba (Chad);Ethnoreligion;Northern Africa;10;
Kamwe;Cameroon;CM;12000;10.6;13.6052;Kamwe;Ethnoreligion;Middle Africa;10;
Ngwaba;Nigeria;NI;21500;10.1454;12.7871;Ngwaba;Islam;Western Africa;75;
Marenje;Mozambique;MZ;215000;-16.21286;35.7425;Marenje;Ethnoreligion;Eastern Africa;75;
Mboi;Nigeria;NI;42000;9.86954;12.54499;Mboi;Ethnoreligion;Western Africa;75;
Papel;Senegal;SG;9500;12.5588;-16.254;Papel;Ethnoreligion;Western Africa;75;
Besme;Chad;CD;3900;9.59226;16.09382;Besme;Christianity;Middle Africa;75;
Mumuye;Cameroon;CM;15000;9.3137;13.3686;Mumuye;Islam;Middle Africa;10;
Luchazi;Zambia;ZA;159000;-13.4225;24.3235;Luchazi;Ethnoreligion;Eastern Africa;10;
Abong;Nigeria;NI;2300;6.988;10.747;Abon;Christianity;Western Africa;75;
Mbandza;Central African Republic;CT;2300;4.546194;20.62036;Mbandja;Ethnoreligion;Middle Africa;75;
Kabiye;Togo;TO;1350000;9.7683;1.1094;Kabiyè;Ethnoreligion;Western Africa;10;
Jur Modo;South Sudan;OD;153000;6.036908;29.892519;Jur Modo;Ethnoreligion;Northern Africa;10;
Lolo;Mozambique;MZ;265000;-17.02319;35.94509;Lolo;Ethnoreligion;Eastern Africa;10;
Budu;Congo, Democratic Republic of the;CG;515000;2.00501;27.95104;Budu;Ethnoreligion;Middle Africa;10;
Lendu;Congo, Democratic Republic of the;CG;1740000;1.86997;30.55728;Lendu;Ethnoreligion;Middle Africa;10;
Lower Pokomo;Kenya;KE;61500;-2.31587;40.28966;Kipfokomu;Ethnoreligion;Eastern Africa;75;
Takwane;Mozambique;MZ;320000;-16.7151;36.4789;Takwane;Ethnoreligion;Eastern Africa;10;
Kamwe;Nigeria;NI;676000;10.6204;13.3968;Kamwe;Ethnoreligion;Western Africa;75;
Kposo;Togo;TO;303000;7.4626;0.9043;Ikposo;Ethnoreligion;Western Africa;75;
Kuranko;Sierra Leone;SL;493000;9.38995;-11.15474;Kuranko;Ethnoreligion;Western Africa;10;
Embu-Mbeere;Kenya;KE;694000;-0.62822;37.59334;Kiembu;Christianity;Eastern Africa;75;
Bagirmi Fula;Central African Republic;CT;80500;9.5554;21.8562;Fulfulde, Bagirmi;Islam;Middle Africa;10;
Caboverdian Mestico;Cabo Verde;CV;499000;14.93;-23.505;Kabuverdianu;Christianity;Western Africa;75;
Abidji;Cote d’Ivoire;IV;102000;5.65656;-4.58421;Abidji;Christianity;Western Africa;75;
Bali;Nigeria;NI;5200;9.295632;11.804222;Bali (Nigeria);Christianity;Western Africa;75;
Ndali;Tanzania;TZ;425000;-9.3946;33.3961;Ndali;Christianity;Eastern Africa;75;
Nso;Cameroon;CM;401000;6.2014;10.6785;Lamnso';Christianity;Middle Africa;10;
Fur;Sudan;SU;1615000;12.77313;24.71909;Fur;Islam;Northern Africa;10;
Candoshi;Peru;PE;3300;-4.3206;-76.9119;Kandozi-Chapra;Ethnoreligion;South America;75;
Pachitea Quechua;Peru;PE;50000;-9.9242;-75.9099;Quechua, Panao;Ethnoreligion;South America;75;
Palmari;Brazil;BR;1600;-7.516667;-65.25;Paumarí;Ethnoreligion;South America;75;
Cashibo;Peru;PE;7000;-9.0396;-75.5123;Kakataibo-Kashibo;Ethnoreligion;South America;75;
Northern Barasano;Colombia;CO;100;0.1224;-70.5804;Waimaha;Ethnoreligion;South America;75;
Parakanan;Brazil;BR;1400;-4.666667;-50.083333;Parakanã;Ethnoreligion;South America;75;
Tigre Quichua;Peru;PE;2000;-3.0295;-75.2945;Quichua, Northern Pastaza;Ethnoreligion;South America;0;
Surui;Brazil;BR;1200;-11.166667;-61.166667;Suruí;Ethnoreligion;South America;75;
Huambiza;Peru;PE;12500;-4.024;-77.763;Wampís;Ethnoreligion;South America;75;
Guajajara;Brazil;BR;24000;-5.3951;-45.8783;Guajajára;Ethnoreligion;South America;75;
Piapoco;Venezuela;VE;1300;4.12436;-67.65218;Piapoco;Ethnoreligion;South America;75;
Canela;Brazil;BR;2600;-6.066667;-45.133333;Canela;Ethnoreligion;South America;75;
Ticuna;Colombia;CO;7400;-3.8299;-70.2331;Ticuna;Christianity;South America;75;
Macuna;Colombia;CO;325;-0.8503;-71.0291;Macuna;Ethnoreligion;South America;75;
Daw;Brazil;BR;100;-0.153;-67.095;Dâw;Ethnoreligion;South America;75;
Ticuna;Brazil;BR;50000;-4.2695;-69.9343;Ticuna;Ethnoreligion;South America;75;
Carijona;Colombia;CO;375;1.1443;-72.0536;Spanish;Ethnoreligion;South America;0;
Trumai;Brazil;BR;100;-11.916667;-53.583333;Portuguese;Ethnoreligion;South America;0;
Guarequena;Venezuela;VE;450;2.23512;-66.08844;Spanish;Ethnoreligion;South America;10;
Carapana;Colombia;CO;450;0.804;-70.696;Carapana;Ethnoreligion;South America;0;
Tatuyo;Colombia;CO;350;0.1458;-70.9625;Tatuyo;Ethnoreligion;South America;75;
Waimiri-Atroari;Brazil;BR;1100;-1.033333;-61.133333;Waimiri-Atroarí;Ethnoreligion;South America;0;
Camsa;Colombia;CO;4900;1.1793;-76.8872;Camsá;Christianity;South America;0;
Deni;Brazil;BR;1500;-6.8421;-67.2166;Dení;Ethnoreligion;South America;75;
Jebero;Peru;PE;2500;-5.2124;-76.2205;Spanish;Ethnoreligion;South America;75;
Murui;Colombia;CO;8000;-0.0616;-74.6634;Spanish;Ethnoreligion;South America;75;
Nomatsiguenga;Peru;PE;8000;-11.429344;-74.487782;Nomatsigenga;Ethnoreligion;South America;75;
Karitiana;Brazil;BR;400;-9.295;-64.013;Karitiâna;Ethnoreligion;South America;75;
South Bolivian Quechua;Bolivia;BL;1825000;-19.43034;-66.44806;Quechua, South Bolivian;Ethnoreligion;South America;75;
Central Bolivian Quechua;Argentina;AR;218000;-22.400742;-66.222304;Quechua, South Bolivian;Christianity;South America;75;
Asheninca Pajonal;Peru;PE;12000;-10.7704;-74.2159;Ashéninka, Pajonal;Ethnoreligion;South America;75;
Kuripako;Venezuela;VE;4600;3.30157;-67.1933;Curripaco;Ethnoreligion;South America;75;
Ashaninca;Peru;PE;64000;-11.93109;-73.90728;Asháninka;Ethnoreligion;South America;75;
Kuripako;Brazil;BR;1600;1.66338;-69.488456;Curripaco;Ethnoreligion;South America;75;
Maquiritari;Venezuela;VE;6200;5.62327;-64.63045;Maquiritari;Ethnoreligion;South America;75;
Motilón-Barí;Venezuela;VE;2000;9.28923;-72.70843;Barí;Ethnoreligion;South America;0;
Kaiwa;Brazil;BR;33000;-22.166667;-54.866667;Kaiwá;Ethnoreligion;South America;75;
Paraguayan;Argentina;AR;1160000;-34.5907;-58.5822;Spanish;Christianity;South America;75;
West Indian Blacks;British Virgin Islands;VI;30000;18.42935;-64.63549;Virgin Islands English Creole;Christianity;Caribbean;75;
