UPG;Country;CC;PopulationTotal;Latitude;Longitude;PrimaryLanguage;Religion;Continent;PChrn
Bashkir;Turkmenistan;TX;8600;37.958867;58.354311;Bashkort;Islam;Asia;0
Kazakh;Kyrgyzstan;KG;62500;42.751919;71.618577;Kazakh;Islam;Asia;0
Kazakh;Turkmenistan;TX;163000;42.321427;59.166897;Kazakh;Islam;Asia;0
Lezghi;Turkmenistan;TX;19000;37.914216;58.388924;Lezgi;Islam;Asia;0
Bashkir;Kazakhstan;KZ;30500;50.296406;57.16375;Bashkort;Islam;Asia;0
Lezghi;Kazakhstan;KZ;6100;43.641752;51.169039;Lezgi;Islam;Asia;0
Bashkir;Uzbekistan;UZ;63500;41.386642;69.220358;Bashkort;Islam;Asia;0
Karakalpaks;Turkmenistan;TX;5600;42.253973;59.729581;Karakalpak;Islam;Asia;0
Sinte Romani;Kazakhstan;KZ;6700;43.2112;76.8737;Romani, Sinte;Islam;Asia;0
Saudi Arabs;Jordan;JO;35500;31.9537;35.9433;Arabic, Hijazi;Islam;Asia;0
Omani Arabs;Kuwait;KU;21000;29.3809;47.9871;Arabic, Omani;Islam;Asia;0
Urdu;Türkiye;TU;26500;41.064;29.0351;Urdu;Islam;Asia;0
Gujur Rajasthani;Afghanistan;AF;20000;35.24842;71.48793;Gujari;Islam;Asia;0
Jat Muslim;India;IN;645000;23.714614;69.843011;Sindhi;Islam;Asia;0
Jordanian Arabs;Kuwait;KU;407000;29.28246;47.98267;Arabic, Standard;Islam;Asia;0
Yemeni Arabs;Kuwait;KU;8500;29.3071;47.9815;Arabic, Ta’izzi-Adeni;Islam;Asia;0
Lebanese Arabs;Kuwait;KU;140000;29.3278;47.9114;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;Saudi Arabia;SA;458000;24.47941;39.607041;Arabic, Levantine;Islam;Asia;0
Kedayan;Malaysia;MY;91000;4.01381;113.97275;Brunei;Islam;Asia;0
Iraqi Arabs;Yemen;YM;10500;15.385;44.176;Arabic, Mesopotamian;Islam;Asia;0
Druze;Jordan;JO;24500;32.332163;36.501059;Arabic, Levantine;Other;Asia;0
Tai Nua;Laos;LA;15000;19.37757;103.42006;Tai Nüa;Ethnoreligion;Asia;0
Tai Kaleun;Laos;LA;12500;18.579676;104.986492;Thai, Northeastern;Ethnoreligion;Asia;0
Poles;Iceland;IC;20500;64.1367;-21.8612;Polish;Christianity;Europe;0
Georgians;Azerbaijan;AJ;15500;41.36546;46.82747;Georgian;Unaffiliated;Asia;0
Azerbaijani;Kyrgyzstan;KG;21000;42.92345;74.60306;Azerbaijani, North;Islam;Asia;0
Akeu;Laos;LA;3100;22.438383;101.74632;Biyo;Ethnoreligion;Asia;0
Barua;India;IN;950;23.940628;91.986786;Bengali;Buddhism;Asia;0
Bulgarians;Türkiye;TU;8000;41.67706;26.60341;Bulgarian;Christianity;Asia;0
Northern Thai;Laos;LA;44000;20.01593;100.68798;Thai, Northern;Ethnoreligion;Asia;0
Indo-Pakistani;South Korea;KS;7100;37.552258;126.958856;Hindi;Hinduism;Asia;0
Caboverdian Mestico;Spain;SP;3100;40.397344;-3.687831;Kabuverdianu;Christianity;Europe;0
Mlabri;Laos;LA;60;18.63957;101.28868;Mlabri;Ethnoreligion;Asia;0
Sudra Das;India;IN;910000;24.689793;92.678998;Bengali;Hinduism;Asia;0
Saha;India;IN;4400;23.893703;91.395378;Bengali;Hinduism;Asia;0
Urdu;Afghanistan;AF;20500;34.5589;69.1833;Urdu;Islam;Asia;0
Mahisyadas;India;IN;190000;23.831457;91.286778;Bengali;Hinduism;Asia;0
Mauritians;France;FR;1000;48.906128;2.338173;Morisyen;Hinduism;Europe;0
Hindi;South Korea;KS;2700;37.566667;126.978056;Hindi;Hinduism;Asia;0
Tripuri Kumhar;India;IN;20500;22.074993;88.068248;Bengali;Hinduism;Asia;0
Indo-French;India;IN;6700;11.930182;79.797144;French;Hinduism;Asia;0
Shabdakar;India;IN;700;23.894144;91.413786;Bengali;Hinduism;Asia;0
Banik Bania;India;IN;127000;23.831457;91.286778;Bengali;Hinduism;Asia;0
Nakkala;India;IN;18000;13.269706;80.277214;Vaghri;Hinduism;Asia;0
Haluadas;India;IN;7400;23.80089;91.46741;Bengali;Hinduism;Asia;0
Pulaar;France;FR;1100;43.302552;5.406638;Pulaar;Islam;Europe;0
Mandinka;France;FR;100;43.298176;5.396182;Mandinka;Islam;Europe;0
Giay;Laos;LA;8600;21.217631;101.909741;Bouyei;Ethnoreligion;Asia;0
Jola-Fogny;France;FR;100;48.938945;2.29712;Jola-Fonyi;Islam;Europe;0
Karakalpaks;Kyrgyzstan;KG;2000;40.933156;72.978814;Karakalpak;Islam;Asia;0
Indo-Vietnamese;India;IN;475;11.912456;79.815389;Lao;Ethnoreligion;Asia;0
Nigerians;France;FR;30000;48.887077;2.307262;English;Christianity;Europe;0
Bashkir;Kyrgyzstan;KG;1100;42.890475;74.591625;Bashkort;Islam;Asia;0
Sierra Leoneans;France;FR;1500;43.297302;5.405218;English;Islam;Europe;0
Kurol;India;IN;5100;25.147564;88.091248;Bengali;Hinduism;Asia;0
Sabar;India;IN;6200;23.899667;91.404966;Bengali;Hinduism;Asia;0
Tai Sam;Laos;LA;1300;19.738647;103.252511;Shan;Ethnoreligion;Asia;0
Jiasou;China;CH;50500;23.712641;105.069655;Sani;Ethnoreligion;Asia;0
Naju;China;CH;2500;27.678056;101.46272;Narua;Ethnoreligion;Asia;0
Liang E;China;CH;6700;26.731083;100.761886;Lang’e;Ethnoreligion;Asia;0
Miguba;China;CH;100;29.296212;95.312089;Adi;Ethnoreligion;Asia;0
Mengwu;China;CH;30500;23.629695;105.254399;Sani;Ethnoreligion;Asia;0
Labapo;China;CH;11000;23.637;103.389909;Sani;Ethnoreligion;Asia;0
Japanese;Dominican Republic;DR;2300;18.487;-69.965;Japanese;Ethnoreligion;Americas;0
Kham Tibetans;Bhutan;BT;1200;27.546331;89.677008;Tibetan, Khams;Buddhism;Asia;0
Italians;Monaco;MN;4300;43.7378;7.4222;Italian;Christianity;Europe;0
French;Andorra;AN;4600;42.5361;1.58277;French;Unaffiliated;Europe;0
Japanese;Micronesia;FM;950;6.95491;158.212341;Japanese;Ethnoreligion;Oceania;0
Hui;Malaysia;MY;18000;3.145626;101.66234;Chinese, Mandarin;Islam;Asia;0
Lithuanians;Sweden;SW;15500;59.3095;18.0889;Lithuanian;Christianity;Europe;0
Hui;Singapore;SN;18000;1.328245;103.678926;Chinese, Mandarin;Islam;Asia;0
Macedonians;Germany;GM;85000;52.384595;9.733591;Macedonian;Christianity;Europe;0
Portuguese;Andorra;AN;11500;42.504617;1.512446;Portuguese;Christianity;Europe;0
Poles;Belgium;BE;100000;51.216;4.4;Polish;Christianity;Europe;0
Wallisians;New Caledonia;NC;26500;-22.2879;166.4524;Wallisian;Christianity;Oceania;0
Beja;Eritrea;ER;222000;16.683057;38.483911;Bedawiyet;Islam;Africa;0
Saudi Arabs;Kuwait;KU;382000;29.343;47.659;Arabic, Najdi;Islam;Asia;0
Indian Muslims;Malaysia;MY;314000;3.027;101.7748;Tamil;Islam;Asia;0
Tagdal;Niger;NG;72000;16.19078;6.83992;Tagdal;Islam;Africa;0
Khandwal;India;IN;12500;22.2579;86.1849;Bengali;Hinduism;Asia;0
Muslim Lakhera;India;IN;2200;22.820862;73.747786;Urdu;Islam;Asia;0
Chadian (French);Chad;CD;8400;12.115851;15.072835;French;Islam;Africa;0
Nicar;India;IN;4400;31.4668;76.27199;Pahari-Potwari;Hinduism;Asia;0
Kankali;India;IN;750;27.58;81.6;Urdu;Islam;Asia;0
Vyapari;India;IN;1000;23.123638;72.052742;Urdu;Islam;Asia;0
Punjabis;Belgium;BE;24000;50.845939;4.317862;Punjabi, Western;Islam;Europe;0
Dhaki;India;IN;7400;31.1484;77.7282;Pahari-Potwari;Hinduism;Asia;0
Mujavir;India;IN;7100;28.125;78.90826;Urdu;Islam;Asia;0
Quillasinga;Colombia;CO;7300;1.147598;-77.00217;Spanish;Christianity;Americas;0
Thavi;India;IN;15500;31.0725;76.7038;Pahari-Potwari;Hinduism;Asia;0
Attar Saibulu;India;IN;3800;19.128958;74.294739;Urdu;Islam;Asia;0
Pitaguari;Brazil;BR;2900;-4;-38.5;Portuguese;Ethnoreligion;Americas;0
Arana;Brazil;BR;400;-16.8509;-42.0668;Portuguese;Christianity;Americas;0
Kaixana;Brazil;BR;500;-2.916667;-67.416667;Portuguese;Ethnoreligion;Americas;0
Betoye;Colombia;CO;800;6.454076;-71.757626;Spanish;Ethnoreligion;Americas;0
Paraujano;Venezuela;VE;18000;10.8292;-71.8629;Spanish;Christianity;Americas;0
Coyaima;Colombia;CO;57500;3.799778;-75.195886;Spanish;Ethnoreligion;Americas;0
Guanaca;Colombia;CO;600;2.559133;-76.062206;Spanish;Ethnoreligion;Americas;0
Reyesano;Bolivia;BL;5600;-14.8706;-66.77;Spanish;Christianity;Americas;0
Canamomo;Colombia;CO;26500;5.475882;-75.598698;Spanish;Ethnoreligion;Americas;0
Totoró;Colombia;CO;5200;2.512838;-76.404248;Spanish;Christianity;Americas;0
Paiaku;Brazil;BR;300;-3.960566;-38.281142;Portuguese;Ethnoreligion;Americas;0
Kulina Pano;Brazil;BR;125;-4.467107;-71.40113;Portuguese;Christianity;Americas;0
Kaxixó;Brazil;BR;325;-19.3371;-45.0713;Portuguese;Ethnoreligion;Americas;0
Slovaks;Canada;CA;23000;43.647193;-79.38904;Slovak;Christianity;Americas;0
Czechs;Canada;CA;39500;43.646977;-79.406357;Czech;Christianity;Americas;0
Urdu;Belgium;BE;9800;50.861579;4.388464;Urdu;Islam;Europe;0
Sri Lanken;Italy;IT;114000;41.921602;12.479112;Sinhala;Buddhism;Europe;0
Sokoro;Sudan;SU;2700;12.951336;22.872261;Sokoro;Islam;Africa;0
Eurafricans;Sudan;SU;15000;15.5172;32.5173;English;Christianity;Africa;0
Boor;Chad;CD;425;10.098;17.585;Boor;Islam;Africa;0
Uraparaquara;Brazil;BR;100;-11.666667;-63.666667;Uru-Eu-Wau-Wau;Ethnoreligion;Americas;0
Comorian Mwali;Comoros;CN;41000;-12.282012;43.736983;Comorian, Mwali;Islam;Africa;0
South African Muslims;South Africa;SF;387000;-29.954334;30.919892;English;Islam;Africa;0
Bosniaks;Canada;CA;44000;43.620528;-79.549489;Bosnian;Islam;Americas;0
Akurio;Brazil;BR;40;-1.75;-55.833333;Trió;Ethnoreligion;Americas;0
Bernde;Chad;CD;5100;12.0772;17.6667;Morom;Islam;Africa;0
Kango-Likango;Congo, Democratic Republic of the;CG;11500;3.504934;24.479151;Kango (DRC, , Bas-Uélé district);Ethnoreligion;Africa;0
Tabi;Ethiopia;ET;5200;10.945766;35.187145;Gaam;Christianity;Africa;0
Wolof;Guinea-Bissau;PU;11000;11.8831;-15.5977;Wolof;Islam;Africa;0
Georgians;Canada;CA;2700;43.762624;-79.393035;Georgian;Christianity;Americas;0
Donyiro;South Sudan;OD;17500;5.3724;34.9117;Nyangatom;Ethnoreligion;Africa;0
Maltese;Canada;CA;7800;43.6655;-79.4741;Maltese;Christianity;Americas;0
Samoya;Mali;ML;4300;13.812734;-2.962842;Kalamsé;Ethnoreligion;Africa;0
Tucano;Colombia;CO;7000;1.205;-71.8378;Tucano;Ethnoreligion;Americas;0
Ibuoro;Nigeria;NI;12500;5.4712;7.9154;Ibuoro;Ethnoreligion;Africa;0
Rundi;Tanzania;TZ;658000;-2.872929;30.960495;Rundi;Christianity;Africa;0
Gorani;Albania;AL;3700;41.9796;20.6042;Bosnian;Islam;Europe;0
Bijim;Nigeria;NI;11500;9.2566;9.2877;Bijim;Christianity;Africa;0
Bolon;Mali;ML;7100;13.466;-4.076;Bolon;Islam;Africa;0
Uncontacted of Bararati;Brazil;BR;25;-7.962204;-58.354304;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Parauari;Brazil;BR;25;-3.445209;-57.646513;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Cumina;Brazil;BR;25;-1.230388;-56.029105;Undetermined;Ethnoreligion;Americas;0
Koro Zuba;Nigeria;NI;13000;9.011;7.261;Koro Zuba;Ethnoreligion;Africa;0
Uncontacted of Teles Pires;Brazil;BR;25;-8.754115;-57.547317;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Rio Tapirape;Brazil;BR;25;-10.786424;-51.677953;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Madeirinha;Brazil;BR;25;-9.486839;-61.296203;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Mapuera;Brazil;BR;25;-1.111981;-57.586558;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Rio Liberdade;Brazil;BR;25;-10.089675;-52.93349;Undetermined;Ethnoreligion;Americas;0
Uncontacted of Serra do Taquaral;Brazil;BR;50;-13.313028;-61.760484;Undetermined;Ethnoreligion;Americas;0
Koro Nulu;Nigeria;NI;4700;9.3001;7.2376;Koro Nulu;Islam;Africa;0
Chamacocos;Brazil;BR;40;-21.583333;-57.833333;Chamacoco;Ethnoreligion;Americas;0
Matangi;India;IN;950;19.080908;79.560344;Telugu;Hinduism;Asia;0
Mango;Chad;CD;209000;8.6725;16.844;Mango;Ethnoreligion;Africa;0
Bangti;India;IN;300;19.9;83.17;Odia;Hinduism;Asia;0
Migaama;Chad;CD;77500;12.288143;18.820423;Migaama;Islam;Africa;0
Mala Masti;India;IN;550;18.6964;78.213181;Telugu;Hinduism;Asia;0
Sebei;Sudan;SU;25000;10.732438;29.70457;Arabic, Sudanese;Islam;Africa;0
Wandya;Malawi;MI;27000;-9.7538;33.3284;Nyiha, Malawi;Ethnoreligion;Africa;0
Masku;India;IN;700;32.099803;76.269101;Kangri;Hinduism;Asia;0
Bandial;Senegal;SG;19000;12.5258;-16.4245;Bandial;Islam;Africa;0
Mitha Ayyalavar;India;IN;4000;16.79275;78.389064;Telugu;Hinduism;Asia;0
Buso;Chad;CD;250;10.52997;16.744554;Arabic, Chadian;Islam;Africa;0
Lange Burun;Sudan;SU;57000;10.3036;34.2063;Burun;Islam;Africa;0
Tuyaa;Nigeria;NI;7000;9.575082;9.477827;Tiyaa;Islam;Africa;0
Sankaran;Guinea;GV;123000;10.3538;-10.1195;Maninka, Sankaran;Islam;Africa;0
Doms;Türkiye;TU;38000;41.0136;28.952;Domari;Islam;Asia;0
Dhimba;Namibia;WA;8300;-18.10611;13.34602;Dhimba;Christianity;Africa;0
Malays;Myanmar;BM;27000;16.783236;96.200562;Malay;Islam;Asia;0
Danes;United Kingdom;UK;29000;51.516288;-0.052513;Danish;Unaffiliated;Europe;0
Finns;United Kingdom;UK;14000;51.485002;-0.102295;Finnish;Unaffiliated;Europe;0
French;United Kingdom;UK;164000;51.494498;-0.187504;French;Christianity;Europe;0
Spaniards;United Kingdom;UK;159000;51.514222;-0.337868;Spanish;Christianity;Europe;0
Swedes;United Kingdom;UK;33500;51.48836;-0.173649;Swedish;Unaffiliated;Europe;0
Estonians;United Kingdom;UK;13000;51.616919;0.034563;Estonian, Standard;Christianity;Europe;0
Poles;Czech Republic;EZ;20500;49.59658;18.70962;Polish;Christianity;Europe;0
Mandahuaca;Venezuela;VE;4500;1.80371;-66.5022;Spanish;Ethnoreligion;Americas;0
Yabarana;Venezuela;VE;375;5.345774;-66.178439;Spanish;Christianity;Americas;0
Cayubaba;Bolivia;BL;1200;-13.227845;-65.420013;Spanish;Ethnoreligion;Americas;0
Arawak;Suriname;NS;3300;5.538061;-55.039181;Dutch;Ethnoreligion;Americas;0
Cuiba;Venezuela;VE;650;6.23973;-69.44278;Cuiba;Ethnoreligion;Americas;0
Wokarangma;Brazil;BR;30;-4.634517;-54.529478;Portuguese;Ethnoreligion;Americas;0
Yabaana;Brazil;BR;90;-0.5;-66.166667;Portuguese;Ethnoreligion;Americas;0
Karipuna of Rondônia;Brazil;BR;30;-10.033333;-64.466667;Portuguese;Ethnoreligion;Americas;0
Tupinamba;Brazil;BR;4700;-14.9844;-39.0588;Portuguese;Ethnoreligion;Americas;0
Tupinikin;Brazil;BR;2600;-19.937383;-40.181531;Portuguese;Christianity;Americas;0
Paranawat;Brazil;BR;100;-11.977616;-61.370993;Portuguese;Ethnoreligion;Americas;0
Mandahuaca;Brazil;BR;25;-1.133333;-69.133333;Portuguese;Ethnoreligion;Americas;0
Apama;Brazil;BR;200;0.97588;-53.32686;Portuguese;Ethnoreligion;Americas;0
Ofayé;Brazil;BR;60;-22.304476;-53.820108;Portuguese;Ethnoreligion;Americas;0
Yakarawakta;Brazil;BR;30;-9.25;-59;Portuguese;Ethnoreligion;Americas;0
Pataxo-Hahahai;Brazil;BR;14000;-15.5;-39.75;Portuguese;Ethnoreligion;Americas;0
Amanaye;Brazil;BR;125;-3.2873;-48.4046;Portuguese;Ethnoreligion;Americas;0
Apiaka;Brazil;BR;850;-10.943;-57.286;Portuguese;Ethnoreligion;Americas;0
Angosturas;Colombia;CO;125;6.6211;-72.087;Spanish;Ethnoreligion;Americas;0
Makuna;Brazil;BR;175;-0.140021;-69.953511;Macuna;Ethnoreligion;Americas;0
Ocaina;Colombia;CO;275;-1.49999;-72.74999;Spanish;Ethnoreligion;Americas;0
Wichi;Paraguay;PA;3000;-22.31231;-62.537553;Pilcomayo Wichí;Ethnoreligion;Americas;0
Tapuia;Brazil;BR;150;-14.916667;-50.083333;Curripaco;Ethnoreligion;Americas;0
Sharanahua;Brazil;BR;500;-8.528176;-72.341808;Sharanahua;Ethnoreligion;Americas;0
Carapana;Brazil;BR;60;0.07972;-69.692206;Carapana;Ethnoreligion;Americas;0
Slovaks;Sweden;SW;10000;55.605338;13.045736;Slovak;Christianity;Europe;0
Sammarinese;San Marino;SM;3000;43.9435;12.46109;Italian;Christianity;Europe;0
Italians;Malta;MT;11000;35.903241;14.458121;Italian;Christianity;Europe;0
French;Luxembourg;LU;92000;49.499945;5.978463;French;Christianity;Europe;0
Spaniards;Italy;IT;27500;45.520032;9.172138;Spanish;Christianity;Europe;0
Croats;Sweden;SW;9400;59.295414;18.006104;Croatian;Christianity;Europe;0
Spaniards;Netherlands;NL;19000;52.359557;4.8721;Spanish;Christianity;Europe;0
Poles;Sweden;SW;80500;59.285657;17.963643;Polish;Christianity;Europe;0
Spaniards;Portugal;PO;16000;41.173959;-8.637324;Spanish;Christianity;Europe;0
Czechs;Sweden;SW;6500;55.594888;12.995711;Czech;Christianity;Europe;0
Italians;San Marino;SM;31000;43.9383;12.45871;Italian;Christianity;Europe;0
Vlax Romani;Sweden;SW;50000;59.245569;17.989965;Romani, Vlax;Christianity;Europe;0
Danes;Sweden;SW;63000;59.282099;18.092675;Danish;Unaffiliated;Europe;0
Dutch;Luxembourg;LU;4200;49.606121;6.112686;Dutch;Christianity;Europe;0
Slovenes;Italy;IT;52000;45.81169;13.58108;Slovene;Christianity;Europe;0
Danes;Norway;NO;20500;59.914217;10.769807;Danish;Unaffiliated;Europe;0
Northern Saami;Sweden;SW;6000;68.4142;22.3514;Saami, North;Unaffiliated;Europe;0
Russians;Sweden;SW;25000;59.271605;18.113383;Russian;Christianity;Europe;0
Dianbao;China;CH;12000;23.512566;105.500012;Zhuang, Yang;Ethnoreligion;Asia;0
Xi;China;CH;1600;26.567284;107.935756;Miao, Luopohe;Ethnoreligion;Asia;0
Geman Deng;China;CH;16500;28.47324;97.04437;Miju-Mishmi;Ethnoreligion;Asia;0
Medog Monba;China;CH;11000;29.463;95.7406;Tshangla;Buddhism;Asia;0
Japanese;China;CH;172000;45.785993;126.694701;Japanese;Ethnoreligion;Asia;0
Puroik;China;CH;450;28.42033;93.105056;Puroik;Ethnoreligion;Asia;0
Tavula;Solomon Islands;BP;3700;-6.6541;156.5449;Vaghua;Christianity;Oceania;0
Ngai;Vietnam;VM;5400;20.961688;107.095343;Chinese, Yue;Ethnoreligion;Asia;0
Japanese;Portugal;PO;700;38.73883;-9.130252;Japanese;Ethnoreligion;Europe;0
Wallisians;Fiji;FJ;950;-18.135;178.4298;Wallisian;Christianity;Oceania;0
Red Tai;Vietnam;VM;175000;20.90556;104.7046;Tai Daeng;Ethnoreligion;Asia;0
Japanese;France;FR;24500;48.918372;2.340677;Japanese;Ethnoreligion;Europe;0
Sila;Vietnam;VM;700;22.23682;102.45128;Sila;Ethnoreligion;Asia;0
Bugan;China;CH;4300;23.61242;104.96286;Bugan;Ethnoreligion;Asia;0
Namuyi;China;CH;11500;28.59085;101.8976;Namuyi;Buddhism;Asia;0
Wutun;China;CH;3800;35.573;102.054;Wutunhua;Buddhism;Asia;0
Ai-Cham;China;CH;4300;25.454;107.8195;Ai-Cham;Ethnoreligion;Asia;0
Maltese;Australia;AS;41500;-27.53809;153.04822;Maltese;Christianity;Oceania;0
Slovenes;Germany;GM;20000;48.13157;11.578842;Slovene;Christianity;Europe;0
Lithuanians;Latvia;LG;25000;56.971406;24.188404;Lithuanian;Christianity;Europe;0
Spaniards;Austria;AU;7400;48.173625;16.377891;Spanish;Christianity;Europe;0
French;Portugal;PO;17500;41.178677;-8.680706;French;Christianity;Europe;0
Poles;Latvia;LG;46000;55.886931;26.551273;Polish;Christianity;Europe;0
Poles;Austria;AU;58500;48.268005;16.39458;Polish;Christianity;Europe;0
Greeks;Austria;AU;5100;48.166999;16.3154;Greek;Christianity;Europe;0
Italians;Austria;AU;26000;48.188127;16.290218;Italian;Christianity;Europe;0
Lithuanians;Germany;GM;58000;52.578469;13.33172;Lithuanian;Christianity;Europe;0
Czechs;Austria;AU;8100;48.74158;14.94341;Czech;Unaffiliated;Europe;0
Balkan Romani;Latvia;LG;2200;56.915276;24.199236;Romani, Baltic;Unaffiliated;Europe;0
Bosniaks;Montenegro;MJ;48500;42.841;20.168;Bosnian;Islam;Europe;0
Latvians;Germany;GM;39500;52.433781;13.334042;Latvian, Standard;Unaffiliated;Europe;0
Darang Deng;China;CH;12500;28.3798;97.0293;Digaro-Mishmi;Ethnoreligion;Asia;0
Yacan;Malaysia;MY;16500;4.279;117.8787;Yakan;Islam;Asia;0
Phunoi;Thailand;TH;14000;19.93444;99.75634;Phunoi;Ethnoreligion;Asia;0
Ladakhi;Pakistan;PK;12000;34.738731;76.223017;Ladakhi;Buddhism;Asia;0
French;Austria;AU;16000;48.215551;16.369946;French;Christianity;Europe;0
Poles;Germany;GM;915000;51.511364;7.471085;Polish;Christianity;Europe;0
Croats;Austria;AU;71500;47.113;16.25441;Croatian;Christianity;Europe;0
Gibraltarians;Gibraltar;GI;25500;36.132749;-5.35312;English;Christianity;Europe;0
Italians;Australia;AS;209000;-33.870624;151.136259;Italian;Christianity;Oceania;0
Ukrainians;Romania;RO;63500;47.833;24.202;Ukrainian;Christianity;Europe;0
Estonians;Sweden;SW;13500;55.587786;12.959851;Estonian, Standard;Christianity;Europe;0
Latvians;Sweden;SW;9300;55.589039;13.04934;Latvian, Standard;Unaffiliated;Europe;0
Norwegians;Sweden;SW;15500;57.709752;11.904798;Norwegian;Unaffiliated;Europe;0
Finns;Norway;NO;6700;59.919695;10.71682;Finnish;Unaffiliated;Europe;0
Spaniards;Andorra;AN;23500;42.54865;1.60125;Spanish;Unaffiliated;Europe;0
Dutch;Sweden;SW;12000;55.57641;12.975123;Dutch;Unaffiliated;Europe;0
Japanese;Taiwan;TW;9600;25.055102;121.447528;Japanese;Ethnoreligion;Asia;0
Mosuo;China;CH;73500;27.676267;100.767869;Narua;Buddhism;Asia;0
Pa Hng;Vietnam;VM;7600;22.292742;105.104589;Pa-Hng;Ethnoreligion;Asia;0
Yanghuang;China;CH;63000;25.67173;107.30906;T’en;Ethnoreligion;Asia;0
Xinping Lalu;China;CH;64500;23.896186;101.679898;Lalo, Central;Ethnoreligion;Asia;0
Baonuo;China;CH;41000;25.281213;107.762076;Bunu, Bu-Nao;Ethnoreligion;Asia;0
Gelao;China;CH;2300;28.699546;107.817643;Duoluo;Ethnoreligion;Asia;0
Yunnan Mongol;China;CH;8800;24.124326;102.725672;Katso;Ethnoreligion;Asia;0
Wunai;China;CH;14000;26.5589;110.4357;Bunu, Wunai;Ethnoreligion;Asia;0
Tulao;China;CH;5200;22.895656;104.543171;Rukai;Ethnoreligion;Asia;0
Liping Baheng;China;CH;8400;26.102595;109.329671;Pa-Hng;Ethnoreligion;Asia;0
Numao;China;CH;2500;25.370641;107.831132;Bunu, Bu-Nao;Ethnoreligion;Asia;0
Purik;China;CH;850;32.608957;79.557712;Purig;Islam;Asia;0
Bunan;China;CH;2500;31.79607;78.90344;Gahri;Buddhism;Asia;0
Lawu;China;CH;32500;23.986685;101.273871;Lalo, Central;Ethnoreligion;Asia;0
Chesu;China;CH;10500;24.263865;101.821229;Nisu, Eastern;Ethnoreligion;Asia;0
Mo;China;CH;30500;25.59464;107.72616;Mak (China);Ethnoreligion;Asia;0
Ersu;China;CH;48000;29.235585;102.355916;Ersu;Buddhism;Asia;0
Ryukyuan;Bolivia;BL;2600;-16.520392;-68.212094;Okinawan, Central;Ethnoreligion;Americas;0
Yidu Lhoba;China;CH;12000;28.9723;96.6381;Idu-Mishmi;Ethnoreligion;Asia;0
Minyak;China;CH;35000;29.654006;101.529753;Minyag, Western;Buddhism;Asia;0
Laha;Vietnam;VM;8200;21.55149;103.86379;Laha (Viet Nam);Ethnoreligion;Asia;0
Butonese;Malaysia;MY;20500;5.9038;116.055;Wolio;Islam;Asia;0
Tseku;Bhutan;BT;8000;27.004;88.987;Tseku;Buddhism;Asia;0
Tusu;China;CH;52500;25.381767;100.885351;Lalo, Central;Ethnoreligion;Asia;0
Shixing;China;CH;4100;28.288;100.657;Shuhi;Buddhism;Asia;0
Mishaba Laluo;China;CH;719000;25.04667;100.234459;Lalo, Central;Ethnoreligion;Asia;0
Austrians;Italy;IT;272000;46.659819;11.15516;Bavarian;Christianity;Europe;0
Northern Dong;China;CH;1520000;26.99443;109.20384;Dong, Northern;Ethnoreligion;Asia;0
Amazonas Arara;Brazil;BR;375;1.387276;-68.155206;Baniwa;Ethnoreligion;Americas;0
Pemon;Guyana;GY;550;5.44678;-60.8892;Pemon;Ethnoreligion;Americas;0
Pemon;Brazil;BR;650;4.1595;-61.2646;Pemon;Ethnoreligion;Americas;0
Yagua;Colombia;CO;1100;-2.3121;-72.0864;Yagua;Ethnoreligion;Americas;0
Piratapuyo;Colombia;CO;650;0.7455;-69.4871;Piratapuyo;Ethnoreligion;Americas;0
Desana;Colombia;CO;2300;0.6872;-70.2259;Desano;Ethnoreligion;Americas;0
Northern Barasano;Brazil;BR;50;0.39069;-69.93834;Waimaha;Ethnoreligion;Americas;0
Herero;Namibia;WA;281000;-18.053704;13.837603;Herero;Ethnoreligion;Africa;0
Beidongnuo;China;CH;600;25.392538;107.987143;Miao, Northern Qiandong;Ethnoreligion;Asia;0
Bogol;China;CH;1400;48.468926;124.488213;Daur;Ethnoreligion;Asia;0
Qanu;China;CH;14500;26.321;107.8776;Miao, Northern Qiandong;Ethnoreligion;Asia;0
Ha Li;China;CH;922000;18.6238;109.357121;Hlai;Ethnoreligion;Asia;0
Western Xibe;China;CH;35500;43.802363;80.79151;Xibe;Ethnoreligion;Asia;0
Khakas;Russian Federation;RS;73000;53.1367;90.5228;Khakas;Christianity;Europe;0
Mountain Mari;Russian Federation;RS;30000;56.21256;46.40474;Mari, Hill;Ethnoreligion;Europe;0
Meadow Mari;Russian Federation;RS;548000;55.9709;54.8065;Mari, Meadow;Ethnoreligion;Europe;0
Rengao;Vietnam;VM;21000;14.6066;107.85923;Rengao;Ethnoreligion;Asia;0
Pacoh;Vietnam;VM;20000;16.44399;107.12868;Pacoh;Ethnoreligion;Asia;0
Vlax Romani;Germany;GM;140000;48.188401;11.568653;Romani, Sinte;Christianity;Europe;0
